train_n_trades,train_win_rate,train_total_return,train_max_drawdown,train_profit_factor,train_expectancy,train_sharpe,train_avg_hold_days,test_n_trades,test_win_rate,test_total_return,test_max_drawdown,test_profit_factor,test_expectancy,test_sharpe,test_avg_hold_days,model,kind,params,exclude_earnings,exit
4128,0.2558139534883721,-0.9969673965756339,-0.9970580741188576,0.7215766256765421,-0.015110775132105202,-6.929085337879132,0.42466085271317827,2360,0.22923728813559321,-0.9733900941099892,-0.9733900941099892,0.4888104530424682,-0.015376524472583447,-4.373879698664657,0.37457627118644066,dryup_first_spike,screen,"{""dry_frac"": 0.5, ""min_rvol"": 3, ""min_ret"": 0.03}",False,"{""stop_pct"": 0.05, ""target_pct"": null, ""max_hold_days"": 1}"
2752,0.18459302325581395,-0.9837771514127744,-0.9853245446918614,0.742666411469834,-0.01784755675619501,-4.280849611050029,0.9040697674418605,1549,0.17172369270497095,-0.942538077319186,-0.942538077319186,0.5020568605455259,-0.020106128913161745,-2.430061004802051,0.7998708844415752,dryup_first_spike,screen,"{""dry_frac"": 0.5, ""min_rvol"": 3, ""min_ret"": 0.03}",False,"{""stop_pct"": 0.05, ""target_pct"": null, ""max_hold_days"": 3}"
2237,0.15556548949485918,-0.9204499990316907,-0.9385051856009065,0.7696253455512587,-0.014471242864796858,-1.9507081661520926,1.2641931157800625,1270,0.14724409448818898,-0.7861178520890791,-0.7879355600627408,0.6505995244504752,-0.012630863349398936,-0.9720714020159159,1.115748031496063,dryup_first_spike,screen,"{""dry_frac"": 0.5, ""min_rvol"": 3, ""min_ret"": 0.03}",False,"{""stop_pct"": 0.05, ""target_pct"": null, ""max_hold_days"": 5}"
1652,0.12469733656174334,-0.7073177058867093,-0.8381753934557492,0.856093618313096,-0.006949117923220639,-0.9852163477565853,1.9691283292978208,963,0.10176531671858775,-0.8292261463675361,-0.8343431855780019,0.6011461149009959,-0.018803849057059417,-1.1462891040596412,1.6801661474558671,dryup_first_spike,screen,"{""dry_frac"": 0.5, ""min_rvol"": 3, ""min_ret"": 0.03}",False,"{""stop_pct"": 0.05, ""target_pct"": null, ""max_hold_days"": 10}"
4039,0.26244119831641494,-0.99871077653425,-0.998745314126722,0.6739223909154277,-0.017936412205263846,-11.658761674147158,0.33993562763060164,2364,0.23730964467005075,-0.9919213089392488,-0.9919213089392488,0.43247550188842576,-0.021349618671044346,-15.63053186742735,0.2893401015228426,dryup_first_spike,screen,"{""dry_frac"": 0.5, ""min_rvol"": 3, ""min_ret"": 0.03}",False,"{""stop_pct"": 0.05, ""target_pct"": 0.15, ""max_hold_days"": 1}"
3021,0.2234359483614697,-0.996012154593783,-0.9960864793527151,0.669789528254101,-0.02019002077118239,-9.879300321358489,0.6428334988414433,1758,0.2025028441410694,-0.9813512629160752,-0.9813512629160752,0.46569488920826685,-0.02437717574404348,-13.595928938182775,0.5062571103526735,dryup_first_spike,screen,"{""dry_frac"": 0.5, ""min_rvol"": 3, ""min_ret"": 0.03}",False,"{""stop_pct"": 0.05, ""target_pct"": 0.15, ""max_hold_days"": 3}"
2653,0.20844327176781002,-0.9938498599251135,-0.9939644851504926,0.6507929590866933,-0.021330355622607607,-9.405362630997736,0.8281191104410102,1578,0.19391634980988592,-0.9705238857986663,-0.9705238857986663,0.4891283156804029,-0.024299708445951525,-12.054521761658295,0.6343472750316856,dryup_first_spike,screen,"{""dry_frac"": 0.5, ""min_rvol"": 3, ""min_ret"": 0.03}",False,"{""stop_pct"": 0.05, ""target_pct"": 0.15, ""max_hold_days"": 5}"
2273,0.19665640123185218,-0.9848501606093911,-0.9853581620862584,0.667695355147153,-0.02099510459922127,-8.043859058649566,1.0928288605367356,1379,0.18491660623640319,-0.952584403449018,-0.952584403449018,0.5040383918225064,-0.024535209899779226,-10.70209846431389,0.8252356780275562,dryup_first_spike,screen,"{""dry_frac"": 0.5, ""min_rvol"": 3, ""min_ret"": 0.03}",False,"{""stop_pct"": 0.05, ""target_pct"": 0.15, ""max_hold_days"": 10}"
4150,0.25542168674698795,-0.9967468056175006,-0.9968440790268306,0.7348767094966356,-0.01501630288439752,-7.4488315081046315,0.407710843373494,2363,0.2302158273381295,-0.9804279798990503,-0.9804279798990503,0.4922357076714658,-0.017530066518923075,-9.607221532460228,0.3554803216250529,dryup_first_spike,screen,"{""dry_frac"": 0.5, ""min_rvol"": 3, ""min_ret"": 0.03}",False,"{""stop_pct"": 0.05, ""target_pct"": 0.4, ""max_hold_days"": 1}"
2836,0.191114245416079,-0.9820108191298847,-0.9845116199179104,0.7595189087228144,-0.016885016824712315,-5.08639022309067,0.8187588152327221,1611,0.17442582247051522,-0.9303661384246114,-0.9303661384246114,0.5649692686062272,-0.018467579792513622,-5.702493683551837,0.6945996275605214,dryup_first_spike,screen,"{""dry_frac"": 0.5, ""min_rvol"": 3, ""min_ret"": 0.03}",False,"{""stop_pct"": 0.05, ""target_pct"": 0.4, ""max_hold_days"": 3}"
