screen,params,exclude_earnings,n,mean_net,win
big_candle_maxvol,"{""min_ret"": 0.1, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}",False,2108,-0.009014788667328761,0.3681214421252372
big_candle_maxvol,"{""min_ret"": 0.1, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}",True,1882,-0.011840447696409288,0.35069075451647186
big_candle_maxvol,"{""min_ret"": 0.1, ""min_close_pos"": 0.5, ""max_mcap"": 2000000000.0}",False,5336,-0.009381205594741489,0.39580209895052476
big_candle_maxvol,"{""min_ret"": 0.1, ""min_close_pos"": 0.5, ""max_mcap"": 2000000000.0}",True,4289,-0.011060520138311419,0.37747726742830495
big_candle_maxvol,"{""min_ret"": 0.1, ""min_close_pos"": 0.8, ""max_mcap"": 300000000.0}",False,986,-0.014564119710069651,0.3620689655172414
big_candle_maxvol,"{""min_ret"": 0.1, ""min_close_pos"": 0.8, ""max_mcap"": 300000000.0}",True,853,-0.019244934454647953,0.3376318874560375
big_candle_maxvol,"{""min_ret"": 0.1, ""min_close_pos"": 0.8, ""max_mcap"": 2000000000.0}",False,2874,-0.00920855229023649,0.40605427974947805
big_candle_maxvol,"{""min_ret"": 0.1, ""min_close_pos"": 0.8, ""max_mcap"": 2000000000.0}",True,2271,-0.011814219403289528,0.3839718185821224
big_candle_maxvol,"{""min_ret"": 0.2, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}",False,1243,-0.00415640757985491,0.36283185840707965
big_candle_maxvol,"{""min_ret"": 0.2, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}",True,1108,-0.005725272256602421,0.34747292418772563
big_candle_maxvol,"{""min_ret"": 0.2, ""min_close_pos"": 0.5, ""max_mcap"": 2000000000.0}",False,2514,-0.007069389227760798,0.37788385043754974
big_candle_maxvol,"{""min_ret"": 0.2, ""min_close_pos"": 0.5, ""max_mcap"": 2000000000.0}",True,2023,-0.00778555870088494,0.356401384083045
big_candle_maxvol,"{""min_ret"": 0.2, ""min_close_pos"": 0.8, ""max_mcap"": 300000000.0}",False,539,-0.010980233105086277,0.36178107606679033
big_candle_maxvol,"{""min_ret"": 0.2, ""min_close_pos"": 0.8, ""max_mcap"": 300000000.0}",True,459,-0.013195138252765772,0.3442265795206972
big_candle_maxvol,"{""min_ret"": 0.2, ""min_close_pos"": 0.8, ""max_mcap"": 2000000000.0}",False,1236,-0.006900830435848927,0.39563106796116504
big_candle_maxvol,"{""min_ret"": 0.2, ""min_close_pos"": 0.8, ""max_mcap"": 2000000000.0}",True,940,-0.009003230948893765,0.3659574468085106
big_candle_maxvol,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}",False,774,0.010972844562254962,0.375968992248062
